16
965 1635
385 330 117
325 755 451
52 523 633
230 135 672
949 459 578
696 712 781
716 309 366
352 86 137
46 935 765
252 31 185
479 91 506
240 650 300
193 836 162
309 797 940
986 1926
215 311 526
689 901 891
822 918 495
427 698 159
78 383 901
302 424 895
125 265 641
700 419 960
808 388 217
125 716 287
387 932 790
855 646 883
865 752 889
806 588 992
452 508 717
810 348 975
168 347 833
552 478 861
323 54 513
834 803 4
136 541 250
834 43 68
822 292 434
448 5 258
324 664 152
507 136 376
747 784 509
736 879 485
44 710 675
975 174 277
809 494 435
940 306 721
537 187 113
101 805 328
727 441 259
787 223 748
713 822 82
648 676 81
367 660 487
615 120 889
771 691 344
863 875 589
907 184 775
115 723 260
805 947 719
829 677 952
573 716 847
650 430 748
913 853 868
931 429 103
773 656 21
978 581 209
220 88 458
837 956 509
119 425 989
540 183 766
105 911 713
541 145 234
484 817 430
746 817 903
165 881 162
454 783 334
673 149 268
482 944 742
532 774 950
693 920 688
624 253 225
290 671 456
899 200 439
844 218 347
176 948 616
81 547 474
831 309 520
146 768 343
646 936 966
289 978 326
231 582 25
126 285 692
588 739 417
174 285 90
662 147 504
434 280 480
572 619 830
972 301 447
833 775 141
421 498 710
129 948 834
657 330 35
432 722 856
658 414 708
470 864 357
395 516 623
490 61 530
37 254 174
908 96 257
961 784 50
810 913 473
697 790 847
345 649 64
764 334 114
657 802 190
449 478 681
860 740 512
104 722 525
424 33 399
525 399 788
955 688 657
447 642 449
716 777 346
641 974 572
73 961 261
288 893 996
610 361 503
385 341 271
256 518 452
174 968 424
10 502 601
250 374 136
499 952 198
714 899 613
349 619 700
524 89 886
675 977 200
622 806 41
451 664 238
157 394 527
668 536 579
803 232 191
528 566 165
112 923 167
321 397 755
832 656 650
90 442 430
457 774 215
939 692 246
776 100 157
477 719 495
905 420 689
884 841 65
579 239 793
2 175 731
104 547 768
329 93 195
402 4 645
771 186 153
8 860 845
922 459 551
192 58 943
618 793 298
845 814 243
822 382 677
889 397 708
299 340 35
515 972 378
283 585 450
394 871 132
966 138 740
795 64 138
91 155 129
353 338 955
855 220 350
327 370 611
699 693 447
190 757 264
66 224 155
187 54 600
408 701 123
506 169 953
164 92 532
685 32 380
193 22 421
314 62 528
214 239 968
864 612 538
117 32 304
132 263 818
359 934 39
844 82 925
695 4 228
681 807 748
889 566 29
43 217 467
107 893 258
781 231 937
194 348 509
191 672 331
892 829 733
408 167 911
247 822 154
581 736 668
446 257 79
977 351 179
728 628 102
818 26 601
404 288 277
744 216 330
367 192 63
106 60 795
472 134 684
630 90 778
395 732 696
518 912 378
259 810 763
334 566 956
842 631 148
425 146 176
697 699 681
647 99 478
551 683 42
541 258 933
37 600 15
429 52 215
236 877 475
369 176 26
963 515 719
62 120 251
914 47 767
485 768 636
502 117 710
107 464 689
936 441 728
153 425 138
477 747 376
151 828 50
236 946 625
853 927 362
72 875 608
732 278 873
762 291 936
267 866 677
127 870 292
938 858 902
641 640 650
684 535 345
413 151 608
20 330 270
520 479 927
39 766 522
329 301 198
182 931 852
203 801 177
320 262 784
347 787 658
690 961 47
755 153 869
693 64 719
79 471 799
678 153 126
40 94 203
439 376 580
99 614 929
384 395 824
811 851 574
43 163 988
659 107 131
353 662 938
653 948 884
338 656 508
928 715 477
96 807 547
197 904 619
77 763 212
945 425 276
784 337 667
803 463 448
95 829 638
100 208 228
79 949 859
568 724 848
587 207 430
397 723 889
837 533 356
918 354 276
70 900 457
960 739 250
167 121 900
895 796 626
679 253 910
32 137 808
56 391 66
426 861 804
628 899 26
263 669 423
525 942 895
213 940 172
183 332 212
233 280 762
444 729 810
693 802 336
247 16 991
438 436 423
245 727 787
578 89 896
179 350 664
966 581 565
30 46 377
176 191 415
910 961 417
850 710 45
711 194 598
85 757 234
768 747 341
497 496 228
834 13 657
237 546 580
117 641 906
354 808 965
965 548 249
581 775 278
648 205 946
583 590 58
622 774 405
247 763 558
281 277 732
188 704 440
370 543 824
129 518 814
856 788 810
129 673 764
578 130 264
590 25 894
515 737 349
445 212 205
503 767 116
888 197 55
495 879 273
641 45 721
216 118 926
122 852 403
442 717 602
170 528 203
886 856 949
228 937 587
121 486 752
539 353 313
343 812 693
662 485 355
843 891 5
152 679 244
871 557 600
366 125 779
171 915 938
819 87 221
961 742 862
13 442 595
838 250 706
827 378 550
541 711 844
598 143 710
689 282 807
364 220 510
567 854 64
586 909 799
846 66 944
20 384 87
436 334 290
492 270 72
704 483 38
232 486 612
198 598 52
303 21 358
373 431 562
722 456 239
602 922 590
24 316 73
514 99 300
386 878 208
896 179 468
589 133 892
161 628 653
496 820 874
274 45 29
654 36 485
920 864 563
784 202 587
282 808 933
240 61 667
898 320 480
119 650 834
415 229 486
134 767 580
744 952 991
575 930 857
355 601 755
284 24 479
231 475 276
108 258 178
676 61 724
874 414 108
715 129 551
730 402 708
459 47 675
583 140 30
815 564 891
549 580 821
429 247 761
235 868 976
624 182 14
967 511 751
280 925 768
497 638 582
757 588 265
703 754 793
400 889 168
487 286 75
565 945 574
743 601 481
911 150 322
848 882 438
250 753 120
513 788 504
282 697 647
684 491 104
640 911 60
391 39 497
221 957 186
709 122 33
643 407 186
241 729 15
28 815 209
865 747 939
725 979 813
117 256 682
44 448 928
968 193 85
721 549 321
622 548 67
429 324 227
8 423 766
67 838 868
587 937 568
300 835 564
692 176 139
44 137 425
623 206 276
382 340 333
765 621 243
215 400 175
457 314 624
198 660 688
80 744 196
773 331 376
981 608 380
649 772 199
232 485 212
536 355 384
675 289 246
528 104 328
803 491 285
910 772 172
36 702 71
795 537 371
638 214 414
490 716 806
642 748 645
831 270 493
8 498 57
308 628 585
214 841 463
692 822 123
564 158 99
62 344 620
126 525 721
695 615 962
558 326 541
335 336 302
449 245 556
290 176 278
724 176 254
829 567 670
688 97 504
195 500 488
792 38 725
664 243 217
648 272 934
188 133 75
36 50 895
55 248 444
959 133 349
48 743 450
676 196 480
882 886 506
270 423 687
148 270 715
691 858 936
244 223 132
564 292 51
179 196 266
790 68 210
386 540 742
775 616 954
280 430 533
622 185 732
802 290 582
594 109 34
552 477 441
583 786 810
848 17 788
566 139 833
556 961 932
406 568 791
43 95 177
622 811 515
869 954 466
836 469 497
608 103 88
213 709 606
574 524 806
116 338 802
870 443 453
263 836 569
140 583 501
286 690 66
857 830 670
712 265 155
739 944 465
58 15 928
719 636 981
320 260 34
257 882 504
306 928 216
525 750 758
533 164 571
565 424 597
200 242 659
475 719 588
835 983 178
758 190 470
123 787 426
230 99 370
259 627 306
439 546 979
617 312 307
553 1 427
4 788 615
224 784 451
431 181 804
440 858 91
637 982 193
386 791 127
612 399 907
302 506 745
956 756 70
525 329 956
970 467 324
102 597 847
133 174 296
123 105 417
211 546 942
688 529 971
75 263 21
390 105 452
566 258 970
367 324 87
1 119 71
656 600 705
281 119 838
67 826 809
225 433 942
891 860 199
906 673 537
252 379 806
154 522 287
410 51 726
581 627 474
563 384 528
646 816 554
427 195 980
900 899 22
79 839 399
983 150 678
936 86 323
499 11 555
180 759 149
22 454 762
973 787 719
532 648 313
524 103 194
345 945 983
188 136 474
540 152 564
733 334 291
645 951 82
68 494 620
883 623 639
380 407 379
583 302 264
589 72 425
267 606 235
526 726 335
593 679 570
694 655 796
368 750 58
254 137 94
441 576 526
351 204 763
109 281 72
120 98 133
91 959 624
556 397 282
451 464 1
841 353 841
33 306 55
808 763 396
507 606 235
368 615 778
320 664 210
232 466 283
321 779 303
249 458 594
36 715 214
908 446 136
904 168 697
526 56 796
772 27 136
681 959 127
205 973 617
595 719 471
128 529 649
668 254 700
293 354 667
156 148 192
197 451 86
148 804 112
974 515 541
310 2 946
171 775 240
49 568 262
803 662 797
385 601 131
78 727 445
351 964 940
556 787 371
457 551 414
410 75 761
350 43 142
28 870 944
923 309 171
160 33 303
501 858 551
769 815 6
867 128 730
733 567 245
360 701 793
612 607 969
54 494 337
340 552 951
920 9 405
698 298 575
509 491 68
434 552 758
45 28 312
408 871 45
776 331 577
421 559 306
928 891 622
56 554 241
379 688 727
50 638 70
634 499 555
833 894 66
846 966 625
685 475 468
825 928 209
738 16 342
310 952 531
527 817 938
64 185 896
884 154 266
839 142 10
348 304 629
462 259 784
760 329 131
345 105 89
722 977 443
22 668 68
179 871 343
853 807 552
832 918 467
957 553 773
446 131 100
474 40 147
181 143 100
798 391 820
100 845 857
219 786 258
628 460 82
486 799 72
12 770 271
472 731 457
120 850 528
851 931 974
128 877 222
101 72 488
432 855 938
102 392 23
651 490 303
46 320 465
670 877 320
170 290 603
531 831 450
411 38 704
96 850 325
414 682 342
406 72 953
655 66 482
803 45 843
874 952 938
619 707 186
733 282 878
489 30 595
229 723 587
949 646 654
266 935 172
839 837 918
132 658 401
847 206 33
398 908 961
516 789 978
104 568 391
741 481 400
181 682 255
676 605 910
839 273 800
165 24 123
367 737 431
692 570 395
166 893 456
579 541 792
106 752 3
279 253 978
308 246 200
474 583 227
370 770 403
514 598 979
225 809 562
815 110 395
946 795 779
860 797 604
488 562 2
728 188 874
301 473 77
61 566 99
731 370 328
506 956 502
108 899 746
226 322 424
668 555 695
296 647 350
924 86 783
86 972 844
534 496 220
696 369 76
240 97 18
668 10 93
339 31 265
591 249 362
531 251 401
285 396 221
985 750 314
171 954 166
854 775 158
507 731 379
141 311 703
659 739 341
227 145 943
639 482 419
389 860 935
644 837 26
204 746 756
359 332 415
484 382 345
220 126 262
476 651 494
205 415 233
359 432 841
871 534 280
984 90 447
218 658 99
790 945 684
506 728 70
581 489 874
470 726 382
948 901 889
575 429 692
381 212 587
509 420 888
961 200 930
928 276 980
120 643 671
973 158 167
791 60 906
326 519 461
370 807 807
430 559 479
738 440 205
563 161 445
479 985 18
860 173 740
161 606 417
655 18 384
761 104 817
190 769 576
650 304 999
408 12 164
209 661 463
205 99 43
795 411 900
595 530 593
385 665 683
628 946 241
626 297 708
516 67 97
982 227 276
793 312 194
504 307 582
74 506 288
449 289 779
784 33 449
673 957 156
939 984 983
685 175 577
376 277 640
65 395 628
70 587 165
276 963 477
870 274 490
270 593 352
556 591 274
447 827 654
223 958 887
951 713 505
900 282 970
187 343 487
397 259 883
681 22 210
18 266 218
243 644 403
575 302 980
203 62 762
977 6 524
904 779 900
640 966 718
181 170 1
100 207 340
684 563 804
487 845 78
346 276 905
26 861 757
602 68 199
39 767 70
8 414 24
767 360 664
284 745 927
110 719 720
377 746 763
538 648 524
487 768 648
333 794 361
84 550 862
552 767 181
700 370 756
572 254 237
505 871 937
105 697 313
457 28 351
928 175 729
885 107 825
62 338 185
867 595 874
269 832 724
490 950 239
676 945 579
887 736 18
670 621 218
172 725 555
556 821 498
425 12 488
398 48 52
13 46 716
596 897 174
648 540 74
789 840 691
415 316 268
591 789 286
149 41 544
50 555 592
721 364 916
644 301 374
159 930 115
860 726 10
423 858 583
164 200 148
42 200 763
895 976 656
505 500 134
848 487 331
165 360 189
516 356 94
369 644 710
662 367 343
583 407 931
509 748 356
157 562 858
661 309 933
268 878 491
425 680 778
677 191 816
495 115 939
711 704 73
511 142 971
748 629 448
966 80 767
375 689 799
548 689 723
41 523 754
529 858 729
946 630 367
754 61 999
680 121 336
515 223 558
846 709 374
733 428 261
232 829 50
297 631 527
323 533 188
864 967 562
307 888 544
359 603 330
757 818 429
890 839 496
325 681 305
216 66 770
491 389 353
937 199 266
350 447 986
961 170 754
542 873 115
283 219 916
675 517 206
293 469 497
953 749 238
46 24 488
228 901 358
723 176 861
227 344 833
929 30 314
400 497 283
96 602 189
685 686 171
968 472 738
601 786 461
842 667 981
858 773 37
609 238 839
388 798 173
131 437 568
750 263 854
314 376 819
826 195 784
752 61 870
863 813 784
627 862 854
894 272 364
205 980 900
956 59 570
638 203 121
581 267 84
834 853 657
368 266 78
965 29 905
419 288 647
767 612 414
848 513 640
386 146 884
278 924 595
605 352 516
74 57 432
160 225 878
31 534 857
102 247 570
603 333 355
807 412 847
768 300 776
353 61 130
343 721 671
767 855 819
737 889 525
861 783 53
421 98 501
137 545 574
243 860 33
892 399 598
775 758 648
84 430 865
245 279 704
581 142 957
504 598 927
590 537 910
738 510 493
748 84 384
129 346 659
927 838 77
749 742 17
193 874 834
169 700 336
870 640 570
946 167 807
653 383 899
68 668 109
439 107 644
312 787 136
546 422 690
454 367 951
692 206 548
311 155 974
256 111 561
444 662 256
424 289 271
493 281 778
357 341 835
543 925 164
204 9 541
348 722 499
505 269 830
929 276 294
881 556 720
483 129 483
343 748 529
22 518 345
203 720 807
252 951 511
370 101 411
486 281 602
731 896 522
402 612 413
464 755 573
36 768 534
887 952 691
907 903 355
733 403 88
3 582 199
696 76 857
439 661 280
722 164 767
77 576 181
801 747 870
836 837 480
190 392 602
621 483 205
466 218 407
877 399 461
220 608 190
685 144 351
680 700 729
900 739 694
164 968 584
622 671 226
856 598 57
875 374 813
27 134 721
758 958 990
9 141 858
247 258 35
978 219 864
143 744 944
153 510 829
288 439 597
744 92 936
453 429 995
847 411 780
937 715 415
361 659 795
623 696 174
682 502 168
924 544 517
84 601 143
564 297 13
93 979 417
301 37 322
399 611 279
928 682 811
513 157 410
207 648 896
273 172 76
49 563 163
208 978 320
519 945 823
917 751 511
426 761 90
583 61 861
675 347 828
386 716 176
509 586 182
925 409 473
924 679 249
874 898 313
933 2 502
253 50 37
255 34 707
627 897 540
246 868 433
94 71 237
158 365 294
832 570 23
592 700 40
811 852 533
345 656 172
279 588 123
517 442 126
468 654 766
274 712 617
328 131 492
252 524 175
329 530 341
376 300 391
106 158 231
176 658 864
331 934 120
546 534 9
913 425 285
50 638 988
618 845 299
603 466 242
406 821 475
173 186 836
692 684 912
978 777 211
228 188 340
4 891 757
847 699 271
805 476 15
169 809 773
73 586 94
846 454 631
382 226 968
161 977 647
682 274 118
394 366 269
170 733 533
69 82 301
454 65 806
588 388 199
930 179 91
933 774 14
733 422 327
374 925 605
901 702 655
443 527 603
265 499 723
446 405 654
163 542 613
960 887 808
352 444 823
236 779 374
77 773 833
219 280 123
693 266 85
472 709 872
971 336 279
366 904 447
959 793 687
180 293 280
792 110 336
521 364 668
497 611 2
359 239 879
377 430 207
793 177 953
579 792 972
530 704 262
713 52 486
809 886 179
586 271 822
557 881 277
859 908 358
855 696 900
585 404 225
580 802 416
439 282 845
853 527 6
408 248 461
481 238 618
959 346 660
924 825 271
688 755 708
422 399 891
820 633 692
252 51 965
497 512 239
908 406 192
295 921 507
690 520 840
312 528 306
717 858 989
421 651 206
681 286 320
763 952 271
525 932 919
498 155 427
397 415 761
556 412 207
863 527 594
244 625 394
705 325 940
622 124 117
584 958 118
803 588 686
755 481 831
937 232 31
251 207 529
600 802 873
322 116 93
85 305 860
776 716 610
266 623 997
472 178 165
49 627 759
970 561 527
111 489 732
52 61 541
890 567 346
543 127 916
391 179 659
143 82 812
248 255 706
936 207 557
793 923 586
354 224 398
578 70 216
727 541 185
166 603 69
799 110 359
871 21 453
1 960 841
968 308 729
7 638 849
677 853 427
851 395 811
262 793 636
460 984 431
333 86 505
159 650 680
862 364 121
213 762 448
206 528 443
707 91 849
621 766 783
38 397 820
342 136 379
327 501 815
577 580 885
573 790 891
47 105 572
290 890 363
546 257 680
863 170 3
544 560 707
382 880 340
141 589 707
662 139 9
673 531 406
10 955 849
543 413 727
982 940 745
547 775 903
629 868 331
509 439 395
542 639 710
519 945 554
414 158 583
949 98 954
734 216 545
332 328 172
680 785 429
949 720 607
507 765 644
311 772 578
7 48 679
604 772 734
373 6 853
598 758 851
960 844 456
419 915 243
355 343 101
89 4 264
623 371 432
710 713 225
800 559 192
671 450 774
264 964 926
956 466 319
199 198 656
745 778 955
413 628 460
727 976 721
969 460 620
40 329 719
199 695 626
140 502 475
582 755 194
420 386 525
940 741 247
716 950 161
276 63 997
349 936 763
834 716 152
395 437 189
133 152 999
624 96 864
956 25 967
591 139 784
307 762 426
435 550 408
583 528 371
641 241 253
792 244 72
734 407 589
495 145 316
246 836 715
559 379 625
565 654 754
542 138 133
213 141 573
938 523 766
844 53 751
703 867 509
864 335 135
609 35 713
198 440 377
568 206 910
190 10 579
817 765 622
787 197 506
314 127 703
219 794 38
382 787 684
758 283 774
573 499 265
282 795 380
963 753 291
705 622 738
30 126 425
397 982 150
574 674 446
324 45 240
476 91 860
909 66 787
555 150 296
785 613 704
984 978 367
499 582 895
926 104 696
128 567 551
91 314 332
928 373 711
138 502 711
813 370 254
100 392 949
585 551 331
53 912 185
716 981 117
822 182 591
134 182 277
609 539 524
980 880 603
380 567 407
416 620 514
299 332 182
392 756 954
489 473 284
980 195 144
398 702 320
314 567 808
362 207 197
141 552 47
804 316 407
35 189 652
788 518 724
107 65 991
793 431 526
512 576 731
198 821 157
520 829 877
883 364 227
742 347 980
179 789 991
44 931 804
977 766 316
20 779 970
601 487 337
476 53 753
601 781 386
505 594 46
899 235 853
944 520 912
442 286 320
19 923 440
647 73 489
487 290 15
621 747 539
861 26 185
914 906 727
907 142 740
105 719 250
902 174 811
576 469 194
9 38 705
380 284 716
914 414 228
23 423 940
680 435 671
708 160 504
961 439 75
215 894 684
491 327 2
463 313 777
852 342 169
698 797 21
659 145 850
255 396 102
400 21 568
888 108 948
144 110 216
636 194 794
803 138 720
875 505 340
842 281 204
644 79 10
259 298 772
864 555 481
513 973 884
143 713 468
263 162 151
224 126 147
509 635 852
195 531 191
517 980 160
907 322 402
578 851 138
208 171 767
870 753 669
19 777 365
900 146 298
628 357 861
822 106 331
718 321 219
489 831 731
865 759 663
420 727 184
197 752 253
628 425 805
106 758 227
77 503 622
11 344 719
575 165 777
616 555 942
135 579 71
300 307 507
278 526 249
373 867 974
470 705 878
642 851 878
839 103 5
665 38 828
22 187 410
660 492 544
214 755 102
852 686 924
445 644 432
904 207 37
817 918 172
172 666 228
383 860 139
984 244 563
197 332 593
560 495 687
386 675 924
153 82 248
411 75 467
308 8 130
630 708 163
597 610 695
545 327 864
565 401 818
638 702 243
299 647 879
640 473 784
532 133 901
914 140 471
536 213 854
777 482 32
182 414 84
713 834 580
252 985 504
772 612 962
223 655 381
53 627 694
721 629 264
754 872 392
575 583 790
947 339 924
327 677 972
216 405 134
86 941 35
590 182 270
553 272 280
418 493 65
302 959 628
695 509 720
430 547 854
374 926 62
914 234 936
561 556 100
182 709 64
108 898 440
398 276 404
223 190 833
852 818 812
459 327 121
63 118 181
918 305 777
246 371 185
687 693 87
294 399 722
457 523 540
896 795 683
594 864 72
839 317 114
869 589 235
407 958 379
562 17 753
761 660 243
732 360 959
173 601 527
528 844 37
904 714 150
728 313 19
976 971 408
579 685 777
917 952 443
876 851 260
870 307 494
691 25 106
719 855 406
22 430 182
180 236 253
523 933 266
743 544 344
76 247 298
108 646 631
54 508 425
566 735 821
282 377 973
144 395 358
986 173 479
107 897 923
546 557 664
537 941 882
332 62 197
963 177 501
14 853 215
224 808 377
187 471 265
767 731 774
882 220 824
317 617 670
121 454 627
672 81 345
928 402 532
291 481 441
444 628 149
522 751 54
877 31 423
221 710 597
527 142 648
725 831 398
477 432 601
237 363 198
626 535 786
89 658 838
408 93 81
745 455 758
364 700 532
752 471 898
279 384 804
938 869 617
400 932 521
236 158 370
672 970 661
177 1 736
370 827 624
837 838 860
456 487 917
611 334 836
763 91 270
19 946 159
72 27 514
249 434 328
694 162 577
377 596 815
402 344 501
128 223 762
679 903 913
281 420 935
672 385 910
710 41 998
961 804 735
317 795 453
551 20 851
697 560 480
177 252 22
37 43 901
317 943 115
775 938 149
208 712 449
532 284 726
100 72 675
803 216 903
658 355 5
712 776 148
295 29 78
333 51 751
266 109 296
946 897 670
714 740 436
861 370 420
493 289 13
624 146 298
261 503 37
171 443 382
966 315 818
618 706 861
67 299 88
13 832 99
783 394 780
18 709 132
62 569 155
572 945 128
34 233 948
796 212 889
887 927 133
93 634 150
348 445 462
920 430 760
294 510 370
563 2 573
671 167 252
287 64 262
271 502 727
715 851 328
620 590 577
467 304 197
690 846 25
482 84 15
807 489 455
169 92 620
397 129 397
309 762 550
357 91 282
933 944 596
821 279 202
515 735 597
563 138 65
811 366 803
417 445 388
298 535 150
468 117 903
273 485 124
154 790 745
957 214 936
88 929 95
174 776 36
521 412 832
932 374 263
983 420 732
161 675 427
381 964 297
631 155 324
823 493 297
486 894 522
986 84 145
309 499 672
495 771 522
660 352 513
830 447 580
271 252 917
671 715 628
715 510 134
771 349 903
577 387 549
195 162 357
860 7 624
969 316 102
773 891 761
967 820 577
490 648 627
641 946 587
53 72 100
409 287 784
149 654 120
737 944 761
634 344 140
427 969 784
779 10 298
273 886 968
522 65 932
663 487 414
675 225 371
158 380 267
778 700 271
435 286 221
943 528 491
372 578 1000
863 353 872
276 833 6
386 26 528
851 498 310
400 608 645
828 455 204
66 22 843
183 566 74
123 973 659
128 754 387
597 317 418
350 532 995
35 464 868
980 659 985
364 319 672
397 268 455
828 459 760
511 10 491
929 79 974
599 187 151
96 426 367
902 521 459
478 696 35
689 719 158
791 926 140
513 485 905
298 659 442
602 115 386
951 602 708
833 851 425
191 107 899
336 506 297
680 568 756
623 804 966
542 489 903
700 667 684
358 127 928
417 63 708
224 800 905
429 654 918
784 442 615
650 94 135
299 941 656
335 752 92
100 850 679
277 868 917
539 216 2
50 376 132
814 903 345
876 819 425
472 741 712
98 882 216
609 789 839
277 6 946
330 978 330
965 794 571
490 83 161
773 344 477
414 512 530
806 650 91
515 494 117
168 252 457
439 32 222
677 44 698
776 704 115
266 926 314
121 593 961
749 791 466
612 749 500
540 342 922
955 396 117
306 634 846
312 881 510
69 24 580
837 200 561
696 890 125
560 298 567
455 428 96
586 549 213
401 889 37
932 351 96
496 868 387
651 656 14
722 393 29
433 79 482
526 679 498
263 491 689
346 76 707
896 895 881
762 570 609
783 846 231
147 83 842
390 700 151
422 934 114
679 271 529
408 834 388
489 418 762
346 500 361
893 947 706
68 208 480
565 764 152
37 668 192
497 716 413
99 790 159
51 61 75
886 544 334
70 328 911
48 939 489
903 398 637
59 697 891
517 101 850
417 934 933
66 312 757
567 483 131
534 166 691
20 946 826
170 99 178
151 56 127
375 157 822
435 612 602
537 675 540
893 514 118
525 731 722
104 142 203
845 526 249
248 676 428
742 526 573
291 711 326
451 786 200
747 429 466
89 957 768
686 36 174
350 362 615
30 149 522
945 967 224
932 211 591
351 790 382
32 450 125
430 974 460
864 70 307
912 509 649
67 127 954
404 219 16
502 844 704
507 628 256
201 57 902
533 416 598
795 566 864
209 88 413
104 202 564
723 949 439
971 516 213
141 43 401
914 572 393
808 814 994
887 222 831
658 132 718
894 56 519
227 351 583
78 983 725
46 413 262
721 925 917
286 140 305
186 227 841
607 339 471
484 206 919
4 358 285
642 611 484
371 223 837
843 780 321
943 339 661
554 475 223
14 682 574
629 188 385
780 676 542
918 916 74
516 338 536
546 257 453
715 73 813
457 768 470
165 443 505
274 74 289
234 730 491
267 421 47
31 10 796
125 392 406
917 483 708
921 150 266
180 875 699
512 858 174
641 167 454
876 504 547
246 778 922
626 388 554
839 299 831
172 444 166
668 111 614
925 616 281
485 317 909
596 363 860
984 828 466
847 893 523
213 970 916
162 828 919
364 407 142
673 196 85
822 706 532
132 574 936
157 594 268
853 281 227
588 759 117
742 305 686
894 1697
646 307 553
395 854 768
441 583 10
566 634 782
860 294 724
331 194 952
737 265 376
629 435 31
689 778 614
150 21 435
504 306 771
480 142 172
261 531 108
276 590 462
330 635 97
249 224 934
518 764 373
559 577 996
155 686 356
815 664 868
361 771 347
288 185 215
232 575 136
610 854 970
343 27 232
856 861 549
250 523 284
417 205 738
586 337 811
160 248 491
266 306 856
790 425 624
612 349 961
375 775 118
59 726 872
245 37 152
421 379 591
197 567 749
865 149 797
893 421 488
446 306 112
249 596 445
667 595 955
56 309 714
99 891 365
812 523 577
344 502 146
87 647 426
683 163 968
609 406 288
734 265 208
65 162 117
65 30 833
76 547 605
99 338 275
703 293 43
820 702 874
278 591 508
461 308 417
128 406 279
488 304 229
448 294 796
116 12 558
636 402 797
326 484 362
17 444 343
482 239 306
73 374 250
590 91 635
200 246 894
846 213 632
97 760 567
74 410 87
758 557 431
417 23 657
721 669 356
553 30 483
634 850 782
690 483 875
53 703 386
226 114 275
12 327 613
449 708 202
313 770 631
677 475 915
343 185 845
671 85 379
838 747 697
172 557 798
182 540 703
103 711 505
807 683 978
238 16 271
567 358 102
339 755 139
478 358 69
771 409 483
52 129 557
791 435 442
587 74 391
145 808 977
609 148 100
791 338 730
219 144 10
202 730 970
52 83 38
597 691 557
383 270 139
847 745 326
659 617 92
819 575 74
66 330 429
209 162 324
860 516 511
732 502 918
390 472 817
62 398 630
209 666 594
825 12 843
148 755 586
429 606 669
677 627 445
397 861 84
552 452 191
15 850 978
215 590 587
20 606 632
33 441 886
481 335 921
862 728 223
290 572 670
791 787 662
601 184 47
868 52 759
698 237 348
743 851 794
136 715 603
839 8 155
726 529 135
865 722 895
224 667 76
347 622 765
547 68 152
326 867 619
72 421 159
470 208 894
802 865 770
796 671 808
134 396 810
135 666 117
626 860 235
470 568 80
257 581 211
104 578 530
802 450 564
230 471 74
380 26 30
241 66 577
191 166 414
713 129 334
264 650 802
641 700 819
484 142 641
380 357 82
338 187 448
376 194 871
636 353 209
156 635 326
442 665 388
347 333 978
410 702 421
33 857 134
248 482 228
761 791 103
373 208 527
388 286 471
377 544 419
705 428 537
2 563 487
4 585 782
427 547 345
620 539 611
25 885 265
311 35 332
169 494 449
551 380 898
114 305 446
80 33 173
530 354 938
56 108 131
528 568 306
452 195 573
99 13 761
385 154 521
644 38 577
236 85 228
191 368 379
845 812 167
712 662 363
131 879 485
397 567 186
527 96 260
376 450 306
491 757 42
553 319 205
547 483 837
587 147 229
542 177 947
536 766 685
386 759 36
695 293 104
695 579 112
95 397 14
58 692 923
794 528 734
158 818 504
220 467 939
256 120 7
682 658 945
678 85 578
883 314 870
121 702 420
286 610 111
86 263 999
135 610 590
238 275 599
141 427 831
25 29 455
122 385 825
175 717 66
244 405 418
587 423 321
669 418 543
732 224 76
663 376 654
438 426 371
15 330 424
393 699 364
475 709 28
6 177 862
490 268 378
104 153 286
468 577 727
84 601 385
294 628 985
273 245 284
425 405 659
347 258 523
526 780 843
163 41 674
393 511 445
361 214 895
313 525 511
691 537 23
18 797 995
486 143 242
635 777 358
647 480 684
572 106 516
201 272 468
201 345 749
336 562 44
886 888 514
784 729 577
520 867 655
432 420 121
551 89 662
424 373 606
8 112 311
237 880 298
508 587 121
625 313 11
255 119 121
329 197 724
863 523 487
731 694 751
355 640 248
552 707 146
643 705 24
401 415 233
803 649 689
537 623 735
635 372 843
808 687 608
694 819 877
310 334 728
384 873 951
191 338 583
550 150 871
383 40 639
68 591 702
555 66 211
396 332 837
26 747 533
754 440 614
771 586 929
869 333 398
529 460 979
473 653 652
182 475 499
265 746 265
104 277 140
256 828 694
608 402 216
636 620 636
24 245 809
250 543 358
847 848 410
761 587 187
369 819 838
657 89 953
86 225 247
831 894 467
892 168 150
147 220 685
862 430 403
352 161 285
686 13 960
74 160 353
142 726 376
286 410 805
84 863 77
144 631 290
635 514 592
49 14 43
324 225 30
506 16 692
388 205 158
520 99 203
102 671 455
314 430 712
482 874 168
650 301 483
178 341 410
836 216 117
674 310 77
129 883 345
522 234 892
162 239 794
796 759 460
431 233 966
891 99 593
355 55 92
153 314 969
767 811 170
234 476 812
261 811 771
415 18 385
859 376 837
552 677 135
423 782 561
200 518 842
288 119 994
336 46 180
74 635 963
603 724 108
572 280 538
588 65 723
99 651 895
149 861 964
807 472 880
250 370 643
278 739 285
15 789 149
513 268 834
413 143 484
314 161 643
684 513 559
822 388 437
33 309 862
370 829 856
861 616 216
660 2 298
161 682 148
412 147 57
421 264 370
440 156 545
303 827 562
753 815 664
41 8 438
315 817 532
801 683 21
887 846 100
499 576 2
538 585 180
184 457 951
890 250 895
321 326 777
293 74 15
657 515 202
